station,name,state,lat,lon,date,tl_i,tl_ii,tl_iii,tlmax,tlmin,rr,rr_i,rr_iii,so_h,so_h_flag
116,Deutschlandsberg,Steiermark,46.82167,15.22694,2025-07-12,15.7,23.6,22.1,25.7,12.3,-1.0,0.1,-1.0,3.6,10
118,Kitzbühel,Tirol,47.44389,12.38917,2025-07-12,12.0,22.5,18.8,23.0,10.9,0.4,1.9,0.1,5.4,10
119,St.Anton am Arlberg,Tirol,47.13139,10.26667,2025-07-12,11.8,20.1,17.5,21.2,8.7,0.7,,-1.0,7.3,0
120,Ferlach,Kärnten,46.53111,14.31417,2025-07-12,12.6,26.2,22.3,26.7,10.5,-1.0,-1.0,-1.0,5.4,10
121,Nauders,Tirol,46.89111,10.49694,2025-07-12,9.2,21.1,17.9,22.4,6.9,0.1,-1.0,-1.0,7.8,10
122,Kanzelhöhe,Kärnten,46.67722,13.90194,2025-07-12,10.0,16.6,12.7,18.3,7.1,-1.0,-1.0,-1.0,4.8,10
124,Seckau,Steiermark,47.27083,14.77861,2025-07-12,12.9,18.5,17.7,20.7,8.7,4.2,-1.0,-1.0,3.2,0
126,Haiming,Tirol,47.25972,10.88944,2025-07-12,12.6,23.0,21.5,25.3,10.8,2.9,0.3,-1.0,4.5,10
127,Rinn,Tirol,47.24917,11.50389,2025-07-12,12.5,20.5,19.1,21.9,10.6,2.3,0.3,-1.0,3.3,10
129,Lofer Ort,Salzburg,47.58444,12.69528,2025-07-12,13.6,23.0,18.0,23.7,12.3,0.3,3.4,-1.0,5.1,10
130,Sillian,Tirol,46.74644,12.42358,2025-07-12,10.7,20.7,17.5,21.7,9.5,,-1.0,-1.0,2.5,0
131,Salzburg Flughafen,Salzburg,47.78944,13.00861,2025-07-12,15.7,22.9,20.3,24.7,13.4,-1.0,2.4,-1.0,8.8,10
132,Bad Ischl,Oberösterreich,47.70619,13.64714,2025-07-12,14.9,22.0,20.1,24.0,12.2,,0.0,,6.4,0
133,Fraxern,Vorarlberg,47.31417,9.67444,2025-07-12,14.9,21.6,22.0,24.4,13.0,3.1,-1.0,-1.0,10.9,10
134,Gänserndorf Stadt,Niederösterreich,48.33778,16.71361,2025-07-12,15.7,21.6,20.5,25.6,11.5,1.8,-1.0,1.8,4.1,10
136,Umhausen,Tirol,47.13917,10.92889,2025-07-12,11.5,20.5,20.3,23.1,9.8,2.4,-1.0,-1.0,4.9,10
137,Döllach,Kärnten,46.95806,12.9025,2025-07-12,10.4,19.4,17.5,20.2,9.5,0.3,0.1,0.0,1.4,10
138,Prutz,Tirol,47.06861,10.66472,2025-07-12,11.3,24.4,21.7,24.6,9.6,-1.0,,-1.0,4.9,0
139,Steinach am Brenner,Tirol,47.09833,11.46611,2025-07-12,11.7,19.2,17.4,21.5,9.1,0.4,0.2,-1.0,2.4,10
140,Bad Tatzmannsdorf,Burgenland,47.328056,16.228056,2025-07-12,14.6,22.9,20.8,23.4,9.4,,-1.0,,,0
141,Ried im Innkreis,Oberösterreich,48.21722,13.475,2025-07-12,16.2,23.1,22.0,24.9,13.0,-1.0,1.2,-1.0,10.1,10
142,Kufstein,Tirol,47.57528,12.16278,2025-07-12,14.8,23.4,21.2,24.1,13.2,-1.0,,-1.0,6.1,0
144,Micheldorf,Oberösterreich,47.88388,14.117222,2025-07-12,16.5,23.7,21.1,24.3,13.7,0.6,-1.0,0.6,9.0,10
145,Salzburg Freisaal,Salzburg,47.79111,13.05417,2025-07-12,16.3,23.2,20.5,25.0,13.7,-1.0,0.7,-1.0,8.0,10
146,Holzgau,Tirol,47.25758,10.33867,2025-07-12,13.0,20.8,18.6,21.6,8.3,4.0,-1.0,-1.0,8.8,10
147,Gröbming,Steiermark,47.44678,13.90422,2025-07-12,12.7,19.6,17.2,20.9,10.4,,-1.0,0.4,2.9,0
148,Weitra,Niederösterreich,48.70222,14.89861,2025-07-12,16.7,19.5,17.7,20.0,10.9,0.7,-1.0,0.7,3.4,10
149,Mallnitz,Kärnten,46.99194,13.16667,2025-07-12,10.1,18.2,15.1,18.4,7.3,,,0.2,2.0,0
150,Spittal an der Drau,Kärnten,46.7905,13.48725,2025-07-12,12.6,22.7,21.5,24.0,11.0,-1.0,-1.0,-1.0,4.7,10
151,Achenkirch,Tirol,47.49944,11.70667,2025-07-12,12.4,19.9,17.5,20.7,10.2,,3.4,,4.5,0
152,Laa an der Thaya Kläranlage,Niederösterreich,48.73139,16.38972,2025-07-12,16.8,21.7,17.6,24.7,13.0,5.0,-1.0,5.0,3.4,10
153,Präbichl,Steiermark,47.52158,14.95416,2025-07-12,10.5,15.3,13.4,16.6,8.7,4.0,-1.0,1.8,4.5,10
154,Fürstenfeld,Steiermark,47.03083,16.08083,2025-07-12,15.7,24.2,23.2,26.1,11.5,-1.0,-1.0,-1.0,7.0,10
155,Oberndorf an der Melk,Niederösterreich,48.06239,15.21381,2025-07-12,15.7,18.9,20.1,24.6,12.5,-1.0,,-1.0,,0
156,St.Johann im Pongau,Salzburg,47.31981,13.18672,2025-07-12,13.7,21.8,17.5,22.6,11.7,,0.2,0.4,,0
157,Kollerschlag,Oberösterreich,48.60278,13.83917,2025-07-12,14.3,18.3,17.6,20.2,11.2,,-1.0,,4.9,0
158,Hohenau,Niederösterreich,48.605835,16.913055,2025-07-12,15.1,22.3,19.2,24.7,10.8,0.3,-1.0,0.3,2.6,10
159,Reichersberg,Oberösterreich,48.33111,13.37611,2025-07-12,16.5,23.3,21.4,24.9,12.5,-1.0,0.1,-1.0,9.9,10
160,Waizenkirchen,Oberösterreich,48.32656,13.86458,2025-07-12,,,,,,,,,7.8,10
161,Reichenau am Mühlkreis,Oberösterreich,48.45917,14.34556,2025-07-12,14.8,19.1,18.1,21.7,10.4,-1.0,-1.0,-1.0,6.4,10
162,Aspach,Oberösterreich,48.18306,13.3,2025-07-12,16.2,23.9,21.5,25.1,12.4,-1.0,0.0,-1.0,,0
163,Mondsee,Oberösterreich,47.85083,13.34722,2025-07-12,16.8,23.9,21.6,25.3,12.6,-1.0,,-1.0,9.4,0
164,Berndorf,Niederösterreich,47.93917,16.10111,2025-07-12,17.7,17.7,17.9,23.5,11.9,,-1.0,,3.4,0
165,Abtenau,Salzburg,47.56667,13.34333,2025-07-12,12.6,21.3,17.1,22.3,10.8,0.7,2.5,0.7,3.9,10
166,Hall bei Admont,Steiermark,47.59444,14.49083,2025-07-12,12.3,19.2,17.4,22.6,10.4,0.2,0.0,0.1,5.2,10
167,Mürzzuschlag,Steiermark,47.60222,15.67278,2025-07-12,11.9,18.0,15.7,21.2,9.1,4.8,-1.0,4.8,6.3,10
169,Pottschach,Niederösterreich,47.70083,16.00806,2025-07-12,17.2,17.9,19.0,25.6,11.2,2.8,-1.0,2.8,5.4,10
170,Aspang,Niederösterreich,47.575,16.10139,2025-07-12,14.0,19.9,18.7,22.5,8.6,0.7,-1.0,0.4,5.2,10
171,Dornbirn,Vorarlberg,47.4325,9.72556,2025-07-12,16.5,23.5,24.1,25.3,13.8,7.9,-1.0,-1.0,9.6,10
172,Schoppernau,Vorarlberg,47.31139,10.01778,2025-07-12,12.3,21.4,21.1,22.6,9.6,,-1.0,-1.0,8.0,0
173,Schröcken,Vorarlberg,47.26167,10.08611,2025-07-12,13.2,18.0,17.0,20.2,9.8,1.5,-1.0,-1.0,7.4,10
174,Mittelberg,Vorarlberg,47.32333,10.1525,2025-07-12,11.8,18.7,16.8,21.4,9.1,,-1.0,-1.0,7.0,0
175,Innsbruck Flughafen,Tirol,47.25999,11.35667,2025-07-12,13.2,22.6,21.8,24.6,11.8,0.2,0.9,-1.0,3.0,10
176,Hahnenkamm-Ehrenbachhöhe,Tirol,47.41831,12.35928,2025-07-12,8.9,12.7,11.9,15.0,6.4,,,,5.1,10
178,Hochfilzen,Tirol,47.47028,12.62111,2025-07-12,11.1,19.7,16.8,20.1,10.7,0.4,1.0,0.4,5.0,10
179,Ramsau am Dachstein,Steiermark,47.42514,13.63428,2025-07-12,10.8,18.1,13.7,19.2,8.8,,0.5,1.9,3.0,0
180,Rechnitz,Burgenland,47.30139,16.45417,2025-07-12,15.5,24.3,21.6,25.2,9.9,-1.0,-1.0,-1.0,5.6,10
181,Bludenz,Vorarlberg,47.14778,9.82944,2025-07-12,15.1,23.4,23.1,25.2,13.2,0.5,0.1,-1.0,10.4,10
182,Oberwölz,Steiermark,47.20206,14.28669,2025-07-12,11.4,19.3,17.8,19.9,9.2,4.7,-1.0,0.1,2.4,10
183,Güssing,Burgenland,47.0625,16.32186,2025-07-12,14.8,25.2,19.0,26.7,11.1,2.7,-1.0,2.3,7.4,10
184,Pitztaler Gletscher,Tirol,46.92706,10.87914,2025-07-12,2.6,7.8,6.1,8.3,1.2,-1.0,0.2,-1.0,6.2,10
185,St.Jakob im Defereggental,Tirol,46.91694,12.35389,2025-07-12,10.3,18.3,13.9,19.7,7.5,,0.1,-1.0,1.6,0
187,Friesach,Kärnten,46.95861,14.40583,2025-07-12,13.1,20.1,19.5,20.7,10.0,1.7,-1.0,-1.0,3.0,10
188,Völkermarkt-Goldbrunnhof,Kärnten,46.670834,14.639167,2025-07-12,12.5,23.7,22.0,25.8,10.4,,,-1.0,4.7,0
189,Melk,Niederösterreich,48.20972,15.33139,2025-07-12,14.2,16.2,19.3,24.4,11.9,,,,8.2,10
192,Wachtberg bei Steyr,Niederösterreich,48.0475,14.46111,2025-07-12,17.4,23.4,21.3,25.2,12.8,-1.0,-1.0,-1.0,,0
193,Jauerling,Niederösterreich,48.33447,15.33911,2025-07-12,12.7,18.1,14.5,19.4,10.8,0.3,-1.0,0.3,5.7,10
195,Mittersill,Salzburg,47.279167,12.495833,2025-07-12,11.9,20.5,17.1,20.7,10.6,0.0,1.8,0.0,3.4,10
196,Patscherkofel,Tirol,47.20889,11.46222,2025-07-12,5.9,9.8,9.6,11.7,4.0,1.6,0.1,-1.0,2.3,10
197,Seibersdorf,Niederösterreich,47.975,16.504444,2025-07-12,16.3,16.3,19.8,24.4,12.8,,-1.0,2.4,3.4,0
198,Pörtschach,Kärnten,46.63083,14.16528,2025-07-12,14.3,23.8,22.3,25.1,12.6,-1.0,-1.0,-1.0,4.3,10
199,Horn Wasserwerk,Niederösterreich,48.674999,15.643888,2025-07-12,14.0,19.9,16.7,22.6,11.0,2.3,-1.0,2.3,2.7,10
200,Gleisdorf,Steiermark,47.11556,15.70806,2025-07-12,15.3,22.0,22.0,23.5,11.4,-1.0,-1.0,-1.0,6.6,10
202,Wörterberg,Burgenland,47.22619,16.09678,2025-07-12,14.9,22.4,20.7,22.8,10.8,-1.0,-1.0,-1.0,7.9,10
203,Fresach,Kärnten,46.71528,13.68528,2025-07-12,12.6,22.8,20.8,23.9,10.3,-1.0,-1.0,-1.0,4.8,10
204,Kremsmünster,Oberösterreich,48.055,14.13111,2025-07-12,16.0,24.3,21.9,25.4,13.6,-1.0,-1.0,-1.0,8.9,0
205,Feuerkogel,Oberösterreich,47.81667,13.71778,2025-07-12,11.4,13.4,11.8,15.1,7.2,-1.0,,-1.0,5.8,0
206,Loibl Tunnel,Kärnten,46.44389,14.24917,2025-07-12,12.3,16.7,15.6,17.9,8.3,0.0,-1.0,-1.0,2.8,10
210,St.Leonhard im Pitztal,Tirol,47.02722,10.86556,2025-07-12,9.6,19.8,12.5,20.7,7.4,-1.0,-1.0,-1.0,2.9,10
213,Sonnblick,Salzburg,47.05417,12.9575,2025-07-12,-0.8,1.5,1.6,2.2,-1.6,0.0,-1.0,0.0,1.0,0
214,Söll,Tirol,47.50306,12.20028,2025-07-12,12.2,21.7,18.0,22.5,11.1,0.2,,-1.0,5.8,0
215,Gars am Kamp,Niederösterreich,48.59194,15.7,2025-07-12,14.8,21.1,17.6,21.9,11.2,3.5,-1.0,3.5,3.2,10
217,Kapfenberg Flugfeld,Steiermark,47.45833,15.33556,2025-07-12,12.2,19.9,19.4,22.7,9.7,2.1,-1.0,0.0,6.8,10
218,Andau,Burgenland,47.77,17.03556,2025-07-12,13.9,,21.3,26.5,10.4,-1.0,-1.0,-1.0,5.3,0
220,Gaschurn,Vorarlberg,46.980278,10.031667,2025-07-12,9.6,21.1,17.5,21.5,9.1,-1.0,0.5,-1.0,8.4,10
221,Stockerau,Niederösterreich,48.409833,16.190861,2025-07-12,16.3,19.7,20.1,23.6,11.5,,,,6.2,0
222,Wolkersdorf,Niederösterreich,48.388056,16.508889,2025-07-12,16.8,21.8,20.2,24.4,12.4,,-1.0,3.1,3.5,0
500,Litschau,Niederösterreich,48.95464,15.03831,2025-07-12,15.3,18.6,17.4,20.8,10.6,,-1.0,0.0,4.5,0
726,Raabs an der Thaya,Niederösterreich,48.84806,15.50194,2025-07-12,14.8,21.8,17.6,22.2,11.2,-1.0,-1.0,-1.0,5.4,10
901,Retz,Niederösterreich,48.75361,15.95,2025-07-12,,,,,,,-1.0,6.1,,0
905,Retz,Niederösterreich,48.76111,15.94167,2025-07-12,15.2,19.3,16.6,22.5,12.8,6.1,-1.0,6.1,3.2,10
1401,Kollerschlag,Oberösterreich,48.60278,13.83917,2025-07-12,14.3,18.3,17.6,20.2,11.2,,-1.0,,4.9,0
1416,Rohrbach,Oberösterreich,48.56722,14.00444,2025-07-12,13.2,18.4,17.6,19.9,11.2,3.5,-1.0,3.5,3.6,10
1602,Freistadt,Oberösterreich,48.49472,14.50639,2025-07-12,13.0,18.2,18.3,21.5,9.6,-1.0,-1.0,-1.0,4.2,10
1730,Schwarzau im Freiwald,Niederösterreich,48.668056,14.739445,2025-07-12,13.2,15.0,15.3,19.1,4.9,2.4,-1.0,2.4,,10
1802,Weitra,Niederösterreich,48.70222,14.89861,2025-07-12,16.7,19.5,17.7,20.0,10.9,0.7,-1.0,0.7,3.4,10
1906,Allentsteig,Niederösterreich,48.69083,15.36694,2025-07-12,14.6,15.7,15.9,19.8,11.7,,-1.0,,3.6,0
1920,Stift Zwettl,Niederösterreich,48.61778,15.20361,2025-07-12,14.2,16.1,16.6,19.9,9.3,16.9,-1.0,16.9,3.6,0
2116,Gars am Kamp,Niederösterreich,48.59194,15.7,2025-07-12,14.8,21.1,17.6,21.9,11.2,3.5,-1.0,3.5,3.2,10
2117,Horn Wasserwerk,Niederösterreich,48.674999,15.643888,2025-07-12,14.0,19.9,16.7,22.6,11.0,2.3,-1.0,2.3,2.7,10
2207,Schöngrabern,Niederösterreich,48.60333,16.06167,2025-07-12,16.9,22.7,17.6,24.1,12.3,3.5,-1.0,3.5,3.6,0
2401,Laa an der Thaya Kläranlage,Niederösterreich,48.73139,16.38972,2025-07-12,16.8,21.7,17.6,24.7,13.0,5.0,-1.0,5.0,3.4,10
2415,Leiser Berge,Niederösterreich,48.55889,16.37167,2025-07-12,15.1,20.3,17.6,21.2,13.2,0.0,-1.0,0.0,4.8,10
2430,Mistelbach,Niederösterreich,48.57083,16.60944,2025-07-12,16.1,22.7,19.9,23.8,11.1,-1.0,-1.0,-1.0,3.1,10
2503,Poysdorf Ost,Niederösterreich,48.66917,16.6375,2025-07-12,17.0,22.8,18.7,24.2,12.9,,-1.0,,3.6,0
2602,Hohenau,Niederösterreich,48.605835,16.913055,2025-07-12,15.1,22.3,19.2,24.7,10.8,0.3,-1.0,0.3,2.6,10
2902,Reichersberg,Oberösterreich,48.33111,13.37611,2025-07-12,16.5,23.3,21.4,24.9,12.5,-1.0,0.1,-1.0,9.9,10
2910,Schärding,Oberösterreich,48.46428,13.43453,2025-07-12,16.1,20.1,21.1,24.2,13.9,0.5,-1.0,0.5,,0
3111,Waizenkirchen,Oberösterreich,48.32656,13.86458,2025-07-12,,,,,,,,,7.8,10
